371.33566,687.72296,484.6025,720.7543,411.35278,760.6978,444.59753,647.69305
371.33594,687.66534,484.6,720.79877,411.37674,760.8279,444.63065,647.7462
371.3087,687.74347,484.64615,720.7547,411.41214,760.8149,444.5914,647.7198
351.50766,662.2155,462.0456,703.3944,386.08337,737.98175,427.4516,627.6925
335.6328,638.93524,443.32504,687.0476,365.36398,716.8102,413.65372,609.253
326.48746,624.00446,432.33188,676.3514,353.23416,702.92523,405.64948,597.3114
314.5002,601.9579,417.2344,660.1172,336.76605,682.2455,395.01077,579.8456
309.10684,590.99774,410.13235,651.9221,329.12982,671.8196,390.1842,570.8733
306.79755,585.9202,407.05826,648.22455,325.8608,667.04596,388.12323,567.0061
304.102,580.03076,403.53998,643.66296,322.02228,661.4755,385.6512,562.2037
302.50275,576.4858,401.4336,640.9639,319.70148,658.03613,384.30322,559.4839
300.20862,571.21136,398.31396,636.9303,316.35223,652.8887,382.23013,555.15076
298.1774,565.85645,395.29266,632.98016,313.15833,647.982,380.277,550.8905
296.73926,562.3756,393.34998,630.29376,311.05032,644.547,379.12256,548.14734
295.41043,559.04376,391.5513,627.7507,309.1308,641.33453,377.89172,545.4883
295.04034,557.9258,390.9671,626.8864,308.56342,640.23914,377.44342,544.6884
294.00046,555.36707,389.5335,624.7499,307.1013,637.6758,376.5884,542.44415
293.6157,554.2063,388.9336,623.92053,306.43027,636.5671,376.1909,541.6288
292.91196,552.19464,387.89136,622.4811,305.34644,634.673,375.45013,540.1316
292.6378,551.55347,387.42688,621.87866,304.82755,634.03955,375.31482,539.33636
292.40622,550.7191,387.09503,621.27655,304.49118,633.2171,375.10104,538.7739
291.7465,549.0806,386.2055,619.96344,303.55768,631.634,374.46313,537.36
291.28833,547.82477,385.56097,618.9223,302.8713,630.46924,374.12012,536.4501
291.08508,547.1309,385.1855,618.5211,302.52805,629.6226,373.92892,535.88086
290.75513,546.3416,384.8355,617.85364,302.02704,628.94415,373.51257,535.34607
290.5359,545.6146,384.39584,617.2395,301.58157,628.31824,373.36218,534.69025
290.32605,544.809,384.03302,616.6875,301.22614,627.53577,373.12946,534.1029
290.2015,544.4109,383.8463,616.3717,300.98447,627.0888,373.0005,533.72144
289.8969,543.6679,383.3721,615.78375,300.55768,626.3833,372.75552,533.1256
289.74545,543.1742,383.21112,615.42993,300.33734,625.9202,372.63174,532.688
289.4774,542.5897,382.88702,614.95807,300.09872,625.2315,372.39325,532.2082
289.44196,542.18463,382.65247,614.64343,299.86856,624.9458,372.28406,531.9879
289.37283,541.9426,382.49454,614.5269,299.69434,624.6788,372.24734,531.8256
289.14587,541.55536,382.32135,614.0823,299.41104,624.3065,372.10562,531.44476
289.03592,541.1889,382.1355,613.896,299.2983,623.97284,372.05273,531.18286
288.92422,541.08887,382.1143,613.7691,299.19226,623.7899,372.04163,531.092
288.95062,540.74524,382.00726,613.57074,299.09302,623.59546,371.89648,530.77466
288.90295,540.5581,381.95602,613.33966,298.99377,623.3515,371.82086,530.62286
288.7888,540.407,381.82675,613.2163,298.8996,623.2106,371.79776,530.551
288.75024,540.32086,381.77304,613.15204,298.8323,623.1397,371.73694,530.501
288.67636,540.2303,381.6597,613.10223,298.73932,622.95416,371.733,530.3253
288.6057,540.0661,381.51797,612.9418,298.67172,622.85815,371.57095,530.24695
288.60544,540.0568,381.51135,612.8553,298.67972,622.8352,371.59546,530.15576
288.63538,539.962,381.4635,612.85126,298.65628,622.72394,371.5075,530.1137
288.5967,539.9714,381.43167,612.7771,298.60922,622.5737,371.4881,530.14325
288.59158,539.8585,381.37903,612.8009,298.54306,622.6158,371.48495,530.14417
288.56186,539.80835,381.36063,612.714,298.55203,622.6445,371.4785,530.0339
288.58963,539.7068,381.38867,612.6449,298.49643,622.54675,371.43427,530.1106
288.53372,539.7383,381.3576,612.7047,298.44543,622.6355,371.4338,529.9647
288.47894,539.7172,381.38934,612.69806,298.4432,622.5047,371.44568,529.9305
288.5647,539.6136,381.3206,612.638,298.47867,622.45557,371.4308,529.9545
288.5263,539.59155,381.3046,612.69995,298.38586,622.3557,371.443,529.886
288.45786,539.67883,381.2932,612.6995,298.42838,622.3746,371.4065,529.9113
288.4827,539.6084,381.304,612.57214,298.39883,622.35614,371.44067,529.9138
288.46423,539.6339,381.275,612.5923,298.46277,622.2806,371.4373,529.8925
288.52933,539.5475,381.29495,612.6049,298.4144,622.3442,371.40524,529.9031
288.445,539.5592,381.2807,612.5878,298.41278,622.28406,371.39398,529.9161
288.48666,539.59015,381.25183,612.656,298.3944,622.3522,371.39243,529.9213
288.46756,539.4839,381.29007,612.5506,298.4725,622.3225,371.41724,529.83057
288.5091,539.50305,381.33078,612.527,298.48053,622.2593,371.41403,529.81256
288.5107,539.3805,381.30026,612.57007,298.43466,622.2911,371.41763,529.83044
288.4652,539.4316,381.30365,612.5473,298.36945,622.282,371.40067,529.7274
288.4979,539.37134,381.2213,612.56604,298.43378,622.183,371.37592,529.72955
288.44855,539.3737,381.23373,612.5393,298.3587,622.27905,371.33707,529.7178
288.43903,539.4348,381.25262,612.5348,298.34964,622.2166,371.40482,529.6387
